-1.159528587245483309e-03,-2.590691787169938608e-03,-9.979301266568878399e-04,-2.264029959731131674e-03,-1.827803422655840905e-03,-4.151622804249434188e-03,-4.141697052260956180e-05,-3.995400878499277310e-03,1.901120400310016972e-03,-3.533319811893286151e-03,-2.942872343454116732e-03,1.068920115067446483e-02,-6.873109282173782896e-04,4.683075869847993090e-04,-8.661431185512840150e-04,-2.988968041650426431e-03,-4.480392350135243857e-04,-2.332042142473980846e-03,2.226903828710727611e-04,-1.078115479368108292e-03,-3.760354909606707053e-04,-1.544156781722993933e-03,-8.530751337698289950e-04,-1.445107552627593588e-03,-3.205596783800488715e-03,7.275067603124481155e-05
1.703761101191381133e-01,-6.125585543773923725e-01,-8.972639227273383755e-02,3.581926683317096516e-01,1.463015121412121998e-02,-1.772937784592009541e-02,2.528126734649443486e-01,-4.134910517926044804e-01,-3.008881885905345666e-01,-6.135935288611457650e-02,-3.298911596973105875e-01,3.752314752844357892e-01,-1.889351045427787035e-01,-1.632638906544478519e-01,1.478352296061272997e-01,-7.442529298134018534e-01,1.327117593295066567e-01,-4.870736784821287357e-01,5.802600614799226925e-02,8.778805710143916530e-02,-2.235943330143744801e-01,-7.647145795105965149e-01,-9.927509525996891515e-01,-2.799690297500860292e-01,-1.152595393321641515e+00,-3.455968442084611514e-01
3.471589873658947334e-01,-7.063019148370887068e-01,3.021430369219127443e-01,3.456833358346645402e-01,1.701572231222144016e-01,5.180949659702426273e-06,2.612483810754099300e-01,-5.002774074621824107e-01,8.382717228218361516e-01,-3.335260265166967719e-01,-5.661567681785792949e-01,-2.705249672401549565e-01,-1.801265777722599326e-01,-2.653035642736956690e-01,5.293833063504865821e-01,-7.113581740736057979e-01,3.776631715059717287e-01,-4.143101395809292709e-01,-3.210536115829653037e-01,-2.402772089815897322e-02,-4.734247446393854974e-01,-8.289924616126268520e-01,-1.388421000123121862e+00,3.714560399562437387e-02,-1.217035108914399588e+00,-4.043471582943327647e-01
1.249479069251751978e-01,-3.976581620624825009e-01,1.416140115132321631e-01,4.507376816870660718e-01,8.885604868188812233e-02,2.550436895694641048e-01,-1.139700141817497209e-01,-4.495237097425904826e-01,4.132256554436790075e-01,-6.142077839767492997e-02,-4.723167039710613468e-01,-1.696085874431951246e-01,-1.272161644942896852e-01,-7.392317579336873945e-02,3.516422016688586782e-01,-4.840089901371206205e-01,-3.315815085161899489e-02,-3.576369205724885258e-01,-3.776541425773066729e-01,-1.179112863140872269e+00,-3.112557756035229106e-01,-5.876781952917964347e-01,-9.196018865018367183e-01,2.750892281701625697e-01,-6.367685142529175835e-01,1.565487674037858712e-01
5.152737027634143319e-01,6.344350057168368640e-02,-1.691574530648854713e-01,7.902934831880523703e-01,-1.443125667895815145e-01,-1.463456083494424353e+00,-8.425617537803442580e-01,5.696007585077448622e-03,-4.056994211745866830e-01,2.544273192692644847e-01,-6.760444518550938475e-02,-1.452186190974830704e-01,-5.454148717367754418e-02,1.046170948698737918e-01,3.888087031378561348e-02,2.145073742869409855e-02,-7.978418666786485369e-01,1.181177158090252477e-01,-2.344427214994257436e-01,1.052578291172031472e-01,1.600120267006106267e-01,-3.377691397146631025e-01,-3.752819083068039685e-01,1.798366643256717468e-01,2.781513125789287222e-01,1.617690413487841150e-01
7.730838640828501251e-01,1.146859592350079060e-01,-6.294093646286363919e-01,5.259593389466565849e-01,-6.726188169205329359e-01,8.466989570583806357e-02,-7.852704461428502425e-01,-3.662220318497818455e-02,-3.131824812773813527e-01,2.857798381433576118e-01,-5.583505628800543991e-02,-3.389963582058354019e-01,-2.537867054087744600e-02,2.951933097550397678e-01,-5.111718995267821031e-01,1.382887611573879738e-01,-8.636884536962421421e-01,-1.202224588403629779e-01,-1.114844523331087883e-01,4.418603219652652951e-03,2.389018461508052860e-01,3.120278203018955147e-04,-1.503272840896613949e-01,1.308945918024483346e-01,1.482148162279961767e-01,2.592221637739814399e-01
3.165434981135710757e-01,2.446798664867649020e-01,-1.087954743595596296e+00,-5.688643183253055957e-01,-8.743639078055250868e-01,4.676572800570711896e-01,-4.762554542159429943e-02,1.714232608259036172e-01,-3.281365954376433969e-01,3.006648406748625990e-01,-6.887100987983216238e-02,-3.687314411627050648e-01,-2.052146358101808454e-01,9.906074786494117879e-02,-9.889217039712177026e-01,5.867849874189528386e-02,-8.590903006707369949e-01,-3.971866866475854962e-01,6.786793594665840867e-01,-7.216030374954908455e-02,-1.491317483221290749e-02,3.924108247832955310e-01,2.478923320218694160e-01,7.684778221830576572e-02,2.218880232937492022e-02,3.671615014476343752e-01
-5.225725800207052796e-01,2.357214003803892177e-01,-7.869228632169520399e-01,-1.155312265010749684e+00,-7.214243573341841964e-01,7.145129502577417524e-01,5.081747909269012098e-01,-7.132473173848770387e-02,-3.752812763851613997e-01,3.704025255783424120e-01,-1.482667719063766598e-01,-3.943941616372459991e-01,-4.026915068650714358e-01,-1.874197658381588361e-01,-6.867340507218419043e-01,1.832011449843896564e-02,-4.490523878241116096e-01,-8.529226846023922892e-01,6.643170771855129164e-01,-1.792825893060042142e-01,-3.607270653068347932e-01,5.125750655549250467e-01,4.535275066322601023e-01,1.780525105902145133e-01,1.026753747946017488e-02,4.951316790330803075e-01
-7.828972182961927428e-01,-2.164306535806345688e-01,-2.375634404698796776e-01,-8.019779906239538070e-01,-2.782635064807739145e-01,1.292055466543913012e+00,7.273569394962426937e-01,-3.177192720795460334e-01,-5.759501378234913593e-01,3.405556664546772749e-01,-6.162439386565922161e-01,-6.315941807030394095e-01,-5.108485906430197954e-01,-4.610753498918794269e-01,-2.729826692553962708e-01,-5.149524459836084533e-01,5.689062008382641533e-01,-1.000999617632198690e+00,5.140421622549087299e-01,-2.814374280588703425e-01,-7.103610583586922322e-01,4.344316362192686132e-01,5.663306272176844569e-01,3.187266272530784872e-01,2.120385549376785639e-01,3.716297429543459763e-01
-1.874446882962969574e-01,-5.388192015108905775e-01,4.983001918341498082e-01,-3.780826944327612682e-01,3.180535903922101504e-01,1.035139319109214640e+00,3.578529456716914026e-01,-4.292052141845530411e-01,-5.931892125306572616e-01,5.119401258982850811e-01,-7.274301796694834232e-01,-4.444929907804627822e-01,-6.430139638714383876e-01,-8.387735243273909402e-01,4.992114138725789463e-01,-6.160543159154472370e-01,7.563095340383816367e-01,-1.314130626929779444e+00,-5.696022774590434601e-01,-2.026868603501320032e-01,-5.232643755596276813e-01,4.713852282703705487e-01,7.989923506223861605e-01,3.418125222637709015e-01,5.565719142892614490e-01,-4.248338602247854201e-01
9.257924825447793049e-01,-1.007595859969112828e+00,7.843306607846933787e-01,1.113429247412022649e+00,6.517043686619921061e-01,7.142577956680200568e-01,-4.448703578942547199e-01,-5.148006190237839341e-01,-2.826281266297510641e-01,-1.218746775521437620e+00,-9.366593669270982803e-01,-4.192418508061416249e-01,-5.722728009350021017e-01,-1.125523661224729244e+00,1.082187141134690389e+00,-6.928255213714876737e-01,1.053969834140353168e+00,-1.181352336793877855e+00,-6.197555133555385787e-01,3.253026725275675046e-01,4.913670994903560629e-01,6.785627811395367193e-01,1.023953995466174494e+00,-4.369251412135310986e-01,-2.787553775195005246e-01,-4.328445776507935383e-01
6.015507708091576144e-02,-5.102031340221259148e-01,1.290612183805008584e-01,4.545093261431136789e-01,1.176045892782398572e-02,7.323474751772386659e-02,3.233123182841647902e-01,-3.272700118495611155e-01,-3.257371870942668002e-01,-1.324427585006962838e-01,-2.788480782019017168e-01,3.995409846466194681e-01,-2.863232097996251668e-01,-1.879591594285497103e-01,2.797129317356265576e-01,-6.293850462655374844e-01,1.819944237143365506e-01,-7.037360754819870223e-01,-1.858989354284330542e-01,1.365435170944619969e-01,-5.048708886719583955e-01,-1.265970228128175723e+00,3.804005477807612112e-02,-4.785279041978353631e-01,-4.578603189347886793e-01,-6.253500699598476542e-01
-1.264772044101737658e-01,-3.935005727320048940e-01,1.250383772527231541e-01,7.193249147214056949e-01,3.176886390720398690e-01,-2.452186965061942114e-01,-3.712073018736851138e-01,-9.855722452137535838e-02,9.694552687118727086e-01,8.069998200363141805e-02,-1.817141411703385445e-01,8.434142638081013055e-02,-3.866847238005574616e-01,-2.517281080208565447e-01,3.955484353083515425e-01,-2.029584210716052495e-02,-4.609266566984401292e-01,-5.582816490668112142e-01,-3.183541086553803856e-01,4.684139405010980250e-01,-7.147263668226930822e-01,-9.974115647414151242e-01,-5.851546781426183313e-02,-2.521525672170931709e-01,-9.430411457325442726e-01,-5.300404315886046991e-01
6.926029574558421054e-01,8.647423238414032876e-02,-2.352374850908572068e-01,1.004709523618961153e+00,-2.071308550673383320e-01,3.683933281254943570e-01,-4.983791793923108560e-01,1.763218225564409103e-01,7.927789744900239910e-01,4.083611780061093821e-01,-2.769678673747578632e-02,4.488361452138138197e-01,-4.570880330151657067e-01,-3.826610452517448802e-01,-1.295460150215507478e-01,8.237539545642184047e-01,-4.879344624615740700e-01,-3.775734848488956907e-01,-3.803519183233304291e-01,-4.090560172880570167e-01,-5.892568888844292863e-01,-7.505446536186923812e-01,8.774657517013922936e-03,2.379644848277024660e-01,-9.956919649932979288e-01,5.565729848965291771e-01
1.304860289336980284e+00,1.440183561605718754e-01,-5.731693208415123975e-01,7.382345249348324367e-01,-5.464121650240124639e-01,-9.778465267649354420e-01,-4.134136055912815411e-01,2.855768018597736324e-01,1.268748118490007903e-01,6.424920902862254479e-01,7.426640889543977518e-03,4.771404124720339812e-01,-7.170520135857193222e-02,-2.106701845845193044e-01,-5.329538282525283499e-01,7.301586132054097567e-01,-4.274292452798052477e-01,-2.132102847136670976e-01,-4.605484396790506807e-01,6.834938035797714084e-01,-4.397629679977704820e-01,-7.628295540375608086e-01,-1.990373755182545459e-02,6.869892594439852562e-01,-7.364645489231578246e-01,5.717582141925380279e-01
1.536531160786888561e+00,1.418591210925869706e-01,-5.137637165849362475e-01,-5.001955378270430685e-01,-7.821902727854513904e-01,1.644387746704255859e-01,-4.372509523779342100e-01,-1.603896982702550378e-01,1.537831370400118691e-01,5.876183549843575493e-01,-4.351747641827903301e-01,3.229370618775218027e-01,1.217579414600239301e-01,-3.319391173252698168e-01,-4.124899875812538808e-01,5.038838966960688115e-01,-3.335576853515695439e-01,-8.192618644977093245e-01,-4.943125860252745585e-01,4.199070692263863203e-01,-3.445310385018518495e-01,-1.027125841611164381e+00,-1.995867824584345862e-01,6.506524234508093141e-01,1.808306358594552465e-01,5.467157089089085265e-01
-8.380000200774447849e-01,-2.412574072844118900e-01,-6.952022179676969893e-01,-6.953121660898029521e-01,-3.124837509700206795e-01,2.261164956930916126e-01,-8.073402481214501103e-01,-3.750401996626371859e-01,6.342417775056878593e-02,5.528373681806612039e-01,-8.118338084089342654e-01,2.565211581214913994e-01,1.525811305120064743e-01,-1.638590109152810170e-01,-3.504970945883296718e-01,3.121895981493874594e-02,-4.079885873530426088e-01,-7.463454917925080867e-01,9.429855595407288238e-01,7.954585918278475609e-02,-1.974525801786067569e-01,-6.492894957821757629e-01,-3.631492842584595482e-01,7.794724953910667775e-01,8.211284845676155575e-01,7.767798266525722806e-01
